label,accession,location,country,zone,Date,host,Clade,Authors,Institute
PP852949|VSP191|MPXV|Nigeria|Abia|2022-12-30,PP852949,Abia,Nigeria,SouthEast,30/12/2022,Homo sapiens,zoonosis ,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852973|MPXV|TRM076|Nigeria|Rivers|2022-09-27,PP852973,Rivers,Nigeria,SouthSouth,27/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852974|MPXV|TRM077|Nigeria|Anambra|2022-09-27,PP852974,Anambra,Nigeria,SouthEast,27/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852975|MPXV|TRM078|Nigeria|Abia|2022-09-19,PP852975,Abia,Nigeria,SouthEast,19/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852976|MPXV|TRM081|Nigeria|Bayelsa|2022-10-21,PP852976,Bayelsa,Nigeria,SouthSouth,21/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852977|MPXV|TRM082|Nigeria|Nasarawa|2022-11-01,PP852977,Nasarawa,Nigeria,NorthCentral,01/11/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852978|MPXV|TRM275|Nigeria|Kwara|2022-09-15,PP852978,Kwara,Nigeria,SouthWest,15/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852979|MPXV|TRM276|Nigeria|Anambra|2022-09-22,PP852979,Anambra,Nigeria,SouthEast,22/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852980|MPXV|TRM277|Nigeria|FCT|2022-09-30,PP852980,FCT,Nigeria,NorthCentral,30/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852981|MPXV|TRM278|Nigeria|Imo|2022-09-20,PP852981,Imo,Nigeria,SouthEast,20/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852982|MPXV|TRM279|Nigeria|Abia|2022-09-26,PP852982,Abia,Nigeria,SouthEast,26/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852983|MPXV|TRM280|Nigeria|Enugu|2022-10-05,PP852983,Enugu,Nigeria,SouthEast,05/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852984|MPXV|TRM281|Nigeria|Imo|2022-10-11,PP852984,Imo,Nigeria,SouthEast,11/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852985|MPXV|TRM283|Nigeria|Ebonyi|2022,PP852985,Ebonyi,Nigeria,SouthEast,2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852986|MPXV|TRM284|Nigeria|Kaduna|2022-10-30,PP852986,Kaduna,Nigeria,NorthWest,30/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852987|MPXV|TRM285|Nigeria|Lagos|2022-09-16,PP852987,Lagos,Nigeria,SouthWest,16/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852988|MPXV|TRM286|Nigeria|Anambra|2022-09-12,PP852988,Anambra,Nigeria,SouthEast,12/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852991|MPXV|TRM289|Nigeria|Abia|2022-09-25,PP852991,Abia,Nigeria,SouthEast,25/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852992|MPXV|TRM291|Nigeria|Bayelsa|2022-10-07,PP852992,Bayelsa,Nigeria,SouthSouth,07/10/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852993|MPXV|TRM293|Nigeria|Ebonyi|2022,PP852993,Ebonyi,Nigeria,SouthEast,2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852994|MPXV|TRM295|Nigeria|Lagos|2022-09-18,PP852994,Lagos,Nigeria,SouthWest,18/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852995|MPXV|TRM296|Nigeria|Delta|2022-08-30,PP852995,Delta,Nigeria,SouthSouth,30/08/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852996|MPXV|TRM299|Nigeria|Abia|2022-09-26,PP852996,Abia,Nigeria,SouthEast,26/09/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
PP852997|MPXV|TRM294|Nigeria|Edo|2022-11-01,PP852997,Edo,Nigeria,SouthSouth,01/11/2022,Homo sapiens,CladeIIb,"Parker,E., Omah,I.F., Varilly,P., Magee,A., Ayinla,A.O., Sijuwola,A.E., Ahmed,M.I., Ope-ewe,O.O., Ogunsanya,O.A., Olono,A., Eromon,P., Tomkins-Tinch,C.H., Otieno,J.R., Akanbi,O., Egwuenu,A., Ehiakhamen,O., Chukwu,C., Suleiman,K., Akinpelu,A., Ahmad,A., Imam,K.I., Ojedele,R., Oripenaye,V., Ikeata,K., Adelakun,S., Olajumoke,B., Djuicy,D.D., Messanga Essengue,L.L., Moumbeket Yifomnjou,M.H., Zeller,M., Gangavarapu,K., O'Toole,A., Park,D.J.,, Mboowa,G., Tessema,S.K., Tebeje,Y.K., Folarin,O., Happi,A., Lemey,P., Suchard,M.A., Andersen,K.G., Sabeti,P., Rambaut,A., Njoum,R., Ihekweazu,C., Jide,I., Adetifa,I. and Happi,C.T.","The African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), at RedeemerÕs University, Ede, Nigeria,"
